Region,Resource,Zone,Cluster,AnnualSum
TRE,TRE_utilitypv_class1_moderate_3,1,3,0.0
TRE,TRE_utilitypv_class1_moderate_4,1,4,0.0
TRE,TRE_utilitypv_class1_moderate_5,1,5,0.0
TRE,TRE_utilitypv_class1_moderate_6,1,6,0.0
TRE,TRE_utilitypv_class1_moderate_7,1,7,0.0
TRE,TRE_utilitypv_class1_moderate_8,1,8,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_1,1,1,0.0
TRE,TRE_offshorewind_class3_moderate_fixed_0_2,1,2,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_1,1,1,0.0
TRE,TRE_offshorewind_class12_moderate_floating_0_2,1,2,0.0
TRE_WEST,TRE_WEST_naturalgas_ccccsavgcf_conservative_0,2,0,0.0
TRE_WEST,TRE_WEST_naturalgas_ccavgcf_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_naturalgas_ctavgcf_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_battery_moderate_0,2,0,11.41262876214849
TRE_WEST,TRE_WEST_nuclear_nuclear_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_geothermal_hydroflash_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_1,2,1,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_2,2,2,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_3,2,3,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,2,4,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_5,2,5,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_6,2,6,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_7,2,7,0.0
TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_8,2,8,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_0,2,0,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_1,2,1,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_2,2,2,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_3,2,3,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_4,2,4,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,2,5,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_6,2,6,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_7,2,7,0.0
TRE_WEST,TRE_WEST_utilitypv_class1_moderate_8,2,8,0.0
TRE,TRE_trans_light_duty_1,1,1,5.0483115270700043e8
TRE_WEST,TRE_WEST_trans_light_duty_1,2,1,2.3730544497575082e7
TRE,TRE_comm_water_heat_1,1,1,9.59715330000162e6
TRE_WEST,TRE_WEST_comm_water_heat_1,2,1,452646.0518257091
TRE,TRE_res_water_heat_1,1,1,3.1710429729091648e7
TRE_WEST,TRE_WEST_res_water_heat_1,2,1,1.5013738902514216e6
TRE,TRE_comm_space_heat_cool_1,1,1,8.563179054637238e7
TRE_WEST,TRE_WEST_comm_space_heat_cool_1,2,1,4.0082470981197627e6
TRE,TRE_res_space_heat_cool_1,1,1,2.3707297220407495e8
TRE_WEST,TRE_WEST_res_space_heat_cool_1,2,1,1.1149705134632865e7
